animal,date,k,state,block,session,start_s,end_s,lambda,fit_r2,rho_raw,candidate,nodes,Q,Q_over_awake,Cspec,Cspec_over_awake,Aspec,Aspec_over_awake,Deff_frac,Deff_frac_over_awake,Gpair,Gpair_over_awake,Oorg,Oorg_over_awake,top_share,top_share_over_awake,WMI,WMI_over_awake
Su,20110526,4,eyes_open,2,1,257.11999999999995,337.11999999999995,0.003,0.2327297751820373,0.7321311810037952,7;30;35;58,BP015-016;BP061-062;BP071-072;BP117-118,0.2870035701973848,1.353860434100923,0.3533675430777516,1.5415193167653447,0.8121956184703566,0.8782636840009267,0.8660397200221919,0.9331663797098089,0.6706319788987263,0.9762433587774673,0.5807939312433814,0.9109974808261131,0.46809350446969544,1.1493173735364293,0.16668993181582487,1.2333634448560897
Su,20110526,4,eyes_open,3,1,469.3599999999999,549.3599999999999,0.003,0.22363275983642794,0.7368496373859665,7;30;35;58,BP015-016;BP061-062;BP071-072;BP117-118,0.19370050580325948,0.9137288804178046,0.22098511624804096,0.9640184337445966,0.8765319089899415,0.947833411098324,0.9652697129720299,1.0400876803601502,0.8422728207414734,1.22610205507632,0.8130204439212639,1.2752536423491425,0.3577758448461499,0.878452681754688,0.15748247121593933,1.1652360828724104
Su,20110526,4,eyes_open,4,1,681.5999999999998,761.5999999999998,0.003,0.30295289235213685,0.9295888402064211,7;30;35;58,BP015-016;BP061-062;BP071-072;BP117-118,0.26019484283885214,1.2273976335359178,0.27490149820221454,1.1992215413887235,0.9465020908960476,1.0234953185668811,0.8840144914995604,0.9525343740844978,0.7110052001077873,1.0350149210022854,0.6285389004268288,0.985887289945028,0.45147700327212087,1.10851861574252,0.16354258041466388,1.2100757266116695
Su,20110526,4,eyes_open,5,1,893.8399999999998,973.8399999999998,0.003,0.2834964125551732,0.9418416953968807,7;30;35;58,BP015-016;BP061-062;BP071-072;BP117-118,0.23539569517368653,1.1104144726637262,0.2673242174563001,1.166166653164846,0.8805625521457555,0.9521919269858946,0.9217661015219182,0.9932121079555003,0.7712767358158246,1.1227525898127015,0.710936749967503,1.1151314664403702,0.4169162761383156,1.023661116636792,0.1673514504831217,1.2382581192581126
Su,20110526,4,eyes_open,6,1,1106.08,1186.08,0.003,0.27707287534360425,0.8976753663618441,7;30;35;58,BP015-016;BP061-062;BP071-072;BP117-118,0.26167814540171813,1.23439470555939,0.26858801244901087,1.1716797921948965,0.9742733602133322,1.0535256422294441,0.9199795808253336,0.9912871142027129,0.5390480195929157,0.7846957284290182,0.4959131711098168,0.7778587641615972,0.43043034824068327,1.056842431280479,0.12976963889630175,0.9601847401540466
Su,20110526,4,eyes_closed,1,1,1500.2,1580.2,0.003,0.20613448740472828,0.7211819601769597,7;30;35;58,BP015-016;BP061-062;BP071-072;BP117-118,0.3080251742428215,1.4530240715388796,0.3300068294072931,1.4396112833823451,0.933390302243285,1.0093169512571625,0.904384194448296,0.9744829308504032,0.7520605410199901,1.0947794493412113,0.6801516665667134,1.066843886428814,0.4101405604442285,1.0070245948927437,0.20950383560575744,1.55014984755516
Su,20110526,4,eyes_closed,2,1,1714.944,1794.944,0.003,0.22837212317695932,0.7766561785647552,7;30;35;58,BP015-016;BP061-062;BP071-072;BP117-118,0.4130053205012565,1.948239048438558,0.48069299237143254,2.0969598020247653,0.8591873130160516,0.9290779186884714,0.9220824976954496,0.9935530279675764,0.5737742682254597,0.8352469557332202,0.5290672103587107,0.829862141969441,0.4212985369486813,1.034420950808016,0.21850757278090516,1.6167698298057303
Su,20110526,4,eyes_closed,3,1,1929.688,2009.688,0.003,0.2308497674749297,0.7604560046593205,7;30;35;58,BP015-016;BP061-062;BP071-072;BP117-118,0.42915351233484517,2.0244137036553265,0.507876556073148,2.215544514643647,0.8449957124483523,0.9137319021463838,0.92826185187136,1.0002113433219013,0.7180448788556272,1.0452626274072068,0.6665336689732708,1.045483536683142,0.3958949457050362,0.9720471120605283,0.2860452651293105,2.116491198607394
Su,20110526,4,eyes_closed,4,1,2144.432,2224.432,0.003,0.17963136521010448,0.7150456889324441,7;30;35;58,BP015-016;BP061-062;BP071-072;BP117-118,0.2618044179166463,1.2349903614313993,0.30728300863297175,1.340481611287298,0.8519977042705721,0.9213034711049912,0.8980453930645154,0.9676528095496729,0.6073432030460262,0.8841134737504895,0.5454217655045304,0.8555148868353821,0.452321744122973,1.110592721293547,0.1427938278369832,1.0565526393027727
Su,20110526,4,eyes_closed,5,1,2359.176,2439.176,0.003,0.27752234421255284,0.7865662348883278,7;30;35;58,BP015-016;BP061-062;BP071-072;BP117-118,0.41168830211335683,1.942026376292583,0.5013135778493439,2.1869143874412798,0.8212191336997429,0.8880212172204789,0.9405616109404885,1.0134644555943355,0.6113573477718123,0.8899568904872749,0.5750192518805602,0.9019396755201136,0.372079883107413,0.9135736127832532,0.2367286994892004,1.7515906396848353
