day,date,animal,fold,k,Q_deep_anesthesia_over_heldout,Q_recovery_eyes_closed_over_heldout,Q_recovery_eyes_open_over_heldout,Cspec_deep_anesthesia_over_heldout,Cspec_recovery_eyes_closed_over_heldout,Cspec_recovery_eyes_open_over_heldout,Aspec_deep_anesthesia_over_heldout,Aspec_recovery_eyes_closed_over_heldout,Aspec_recovery_eyes_open_over_heldout,Deff_frac_deep_anesthesia_over_heldout,Deff_frac_recovery_eyes_closed_over_heldout,Deff_frac_recovery_eyes_open_over_heldout,Gpair_deep_anesthesia_over_heldout,Gpair_recovery_eyes_closed_over_heldout,Gpair_recovery_eyes_open_over_heldout,Oorg_deep_anesthesia_over_heldout,Oorg_recovery_eyes_closed_over_heldout,Oorg_recovery_eyes_open_over_heldout,top_share_deep_anesthesia_over_heldout,top_share_recovery_eyes_closed_over_heldout,top_share_recovery_eyes_open_over_heldout,WMI_deep_anesthesia_over_heldout,WMI_recovery_eyes_closed_over_heldout,WMI_recovery_eyes_open_over_heldout
20110112_george,20110112,George,EC_to_EO,3,2.809019167857836,0.8902546044363815,0.6329479429489516,3.047230101838462,0.9118999007610636,0.6670655281813822,0.9218270606355234,0.9762635171836112,0.948854222274916,0.8551385457527431,1.027602071146728,1.0796524422212308,0.7835443857759571,1.5227156574333425,1.678618384163524,0.6700390065851782,1.5647457633460546,1.8123244380196049,1.2178985943050864,0.9170825715202964,0.8046019687217755,1.88215241271019,1.3930221205911522,1.1471070250006237
20110112_george,20110112,George,EC_to_EO,4,2.697842390817312,0.9002210073291605,0.7104390104751516,2.8840958816590123,0.9084279139588926,0.719261288396895,0.9354204927699692,0.9909658141239116,0.9877342517050978,0.8373664393477994,1.0560210319314467,1.098946657957594,0.7401785010990829,1.4194451453082746,1.532292391500956,0.6198006359471302,1.4989639271185262,1.6839076026538249,1.2923414628992025,0.9147667561458098,0.7714405685380832,1.6721244295137,1.3493988164207174,1.1963136509609706
20110112_george,20110112,George,EC_to_EO,5,2.8675499035977463,1.0647207417862168,0.8095291481715904,2.967233105613001,1.0692696618356217,0.8247736367929098,0.966405335048774,0.9957457690872894,0.9815167605494804,0.8880859682314399,1.083215081404281,1.1364342135055052,0.7467027612233558,1.2963656740368934,1.4301980998919388,0.6631362446821336,1.404242849131589,1.6253260528077638,1.235905667098463,0.7796793745436704,0.7077046254182632,1.9015762745104277,1.4951264879753805,1.3157488150305634
20110112_george,20110112,George,EO_to_EC,3,1.2569775330111603,0.5943801441397665,0.3428719125135045,0.9772292990848396,0.7214836101519788,0.4099387567943199,1.2862667279709077,0.8238304180112446,0.8363978931748944,1.3828114658145196,1.4403328266739477,1.1632237386523765,1.4304943195704258,1.5628228046540562,1.6655230273983777,1.9781039468845247,2.250984987817884,1.9373759227419656,0.7855541968576858,0.7077166458578878,0.8578914429460928,2.486432219194583,1.3379407815156674,0.6642717878881779
20110112_george,20110112,George,EO_to_EC,4,1.899269851890011,0.6730214850790875,0.3782889426963854,1.7859210695216818,0.7382460744009391,0.3777990548024132,1.0634679686032749,0.9116492568216106,1.0012966890407615,0.95945901722816,1.3299264992321578,1.1446511732178584,0.72865377397598,1.4749463105771163,1.3279227487053424,0.6991134338785833,1.961570183381212,1.5200083322482538,1.4232727740633688,0.9645150817648416,1.0472853987346864,1.3278050680169249,1.3201788779061103,0.5750023448959157
20110112_george,20110112,George,EO_to_EC,5,1.753921716490597,0.6462084365003075,0.4138185698097003,1.6765117252145223,0.7326009157156499,0.436700558809859,1.046173247769066,0.8820742953468071,0.947602565330992,0.9206744594673636,1.2565519985336984,1.1061926185143804,0.6381340397408258,1.336065299544513,1.275279955600963,0.5875137121061098,1.6788355223141824,1.4107052734251322,1.5284334345744193,1.004544642131825,1.0616243928530644,1.0304530583989304,1.0848776780158436,0.5837760386718167
20110112_george,20110112,George,even_to_odd,3,2.032295222800353,0.6440896524931236,0.4579310442076578,2.221770762216833,0.6648767798523031,0.4863652029762899,0.9147186817656088,0.9687353687343432,0.9415374319654644,0.8484588959279906,1.0195752759232612,1.0712190716495318,0.9159134006438584,1.741586501091509,1.850217135404139,0.7771148726759393,1.7756785373946025,1.9819878821376775,1.2530915371047724,0.9435829999081938,0.8278521072753035,1.5793268433064152,1.1436961720899903,0.9076137804742298
20110112_george,20110112,George,even_to_odd,4,2.0892454220960843,0.7519417997474064,0.5203540673312624,2.257679524999469,0.7972033054633969,0.5640522430919853,0.9253950345749696,0.943224638676478,0.922528141150222,0.8733678027694615,1.055086771791809,1.0960097748854336,0.9232152549313511,1.6860241051153693,1.726959154029341,0.8063064786826425,1.7789017302293493,1.892764113644037,1.2429562012996844,0.8149361945643255,0.7373651577620499,1.6845721193941274,1.3376305686024352,0.9849075050333258
20110112_george,20110112,George,even_to_odd,5,2.065332396864014,0.7668575318829496,0.5830576039241099,2.1835010985499586,0.7868446455546964,0.6069270859056138,0.9458810889701776,0.9745983990808548,0.9606715822446982,0.8595894709846891,1.048457370226446,1.0999688311047853,0.9122335777372242,1.6284857502256849,1.7756661166287562,0.7841463785016106,1.7073978871328628,1.953177382740506,1.3099233144139613,0.8263739035036577,0.7500886299278747,1.61952291940297,1.3093309296688729,1.1388149248194437
20110112_george,20110112,George,odd_to_even,3,2.044848499840036,0.6480681275470568,0.4607596368247721,2.1347743395843013,0.6388426352311568,0.4673209192583494,0.9578757163805066,1.0144409464978208,0.9859597930176328,0.7848059347907745,0.9430848463617592,0.9908542286802392,0.7243710678890627,1.2242377511608362,1.2072791760017558,0.5684907130700675,1.154560071463783,1.1962376767389349,1.6173611073723977,1.2178794608694936,1.0685059800634564,1.162477381794321,0.7482335836541334,0.5511780374903411
20110112_george,20110112,George,odd_to_even,4,2.307881991035948,0.7878423823580788,0.4653991379914508,2.1354762218732724,0.963147764852606,0.5091149019168566,1.0807341085781037,0.8179870328398107,0.9141337962004008,0.956714159087204,1.2010837562428744,1.0390521279933786,0.738198010556245,1.1955528862060274,1.199190968921268,0.7062444889091648,1.4359591513513452,1.246021928128085,1.4277365586195394,0.9950125967468144,1.0439973004516707,1.6299289372218435,1.131309478769524,0.5798975312692699
20110112_george,20110112,George,odd_to_even,5,2.304994255990528,0.867857343918983,0.5224713888175667,2.1473320564271385,1.0583166831924185,0.5887213213946825,1.07342236571726,0.8200355883090554,0.8874680936981025,0.9553655244473428,1.1786023715656653,1.053426813718596,0.715816085910785,1.0806844497915118,1.204912007511679,0.6838660103240014,1.2736972554384118,1.269286616884305,1.4060181115276291,0.878487515587122,0.9069458179900004,1.5763072256639836,1.1053875170616807,0.6631659415311095
20110113_george,20110113,George,EC_to_EO,3,1.2796744677360694,0.8481076738041168,0.3404475995447133,1.384776695537698,0.8351184601298005,0.353862071224362,0.9241016778081912,1.0155537379359296,0.9620912418411088,1.1129189616205462,0.9247411367280488,1.162621675690589,1.3261602444742766,1.5997869664538795,1.659947495565361,1.4759088822227626,1.4793888178812775,1.9298909388525969,0.8369529208218965,1.1054809614279055,0.8005048192552815,1.8886829132853404,1.254681008985112,0.6570267375154574
20110113_george,20110113,George,EC_to_EO,4,1.2888723269657651,0.8708863401330618,0.3237317264263751,1.2437562898901162,0.7580665037983257,0.3037450921460421,1.036274017218948,1.1488257768539398,1.065800682207314,1.114718143924759,0.931980855417916,1.0385197048830168,1.3321860170652635,1.5947281672965972,1.654223909863677,1.4850119243055082,1.486256121516128,1.7179441266820554,0.8225399208521839,1.018068906779776,0.9368452627297076,1.9139907744515356,1.2943601541675356,0.5561530180348302
20110113_george,20110113,George,EC_to_EO,5,1.4730380900878448,1.0365516275615267,0.3954390637773759,1.4377484218674044,1.0139984181954425,0.3716254987093147,1.0245450926488269,1.0222418585289523,1.0640794701945036,1.206155092145025,1.0225645863638524,1.1676024099210622,1.544116350113482,1.6199798927363669,1.9779115380150625,1.862443798553767,1.6565340689337211,2.3094142783970617,0.7981444624849298,0.9526828612650208,0.8465367759712159,2.7434506559175795,1.717083085264366,0.913232620123438
20110113_george,20110113,George,EO_to_EC,3,1.5162901872552454,1.0126570343153936,0.3089220178598384,1.48873033263232,0.9087662213816944,0.2787713410629934,1.0185123215526857,1.1143207246146791,1.1081555825712803,1.0110516685461362,0.8136949657998633,0.8365907819605514,0.937575910796148,1.1855578142416143,0.7570288427387013,0.9479376889991084,0.964682425113091,0.6333233515134613,1.043141275213452,1.3301626709672307,1.3715704838568976,1.437348615958754,0.9768924436712026,0.1956475277072937
20110113_george,20110113,George,EO_to_EC,4,1.448404378641291,0.978681566790378,0.3638020929232977,1.450037476232089,0.8837943967953096,0.3541222427685109,0.9988737549080168,1.107363398477219,1.0273347702734237,0.993935446534356,0.8309982328176783,0.9259933125097686,0.8464408723662333,1.0548600829797952,0.8240071445227026,0.841307586440262,0.8765868648261191,0.7630251052882933,1.0327018441011215,1.2781891927679754,1.176212614040689,1.2185535919842068,0.8578994062958912,0.2775901302568999
20110113_george,20110113,George,EO_to_EC,5,1.2746165609188005,0.8447989156971222,0.3158283514880299,1.2228149479029284,0.7145188447380638,0.3019069037140078,1.0423625938697507,1.1823325891520995,1.046111723855145,1.006651100433314,0.8288007800476497,0.9951601237189436,1.0679522189531443,1.3895303949022948,1.1823140921258155,1.075055276419382,1.1516438751949405,1.176591838194577,1.1446511144199194,1.40498015913179,1.1266802150556674,1.3702832592272778,0.9729074970339172,0.3716010606312642
20110113_george,20110113,George,even_to_odd,3,2.9331577764330348,1.9589145138758368,0.5975881309613977,3.0341362107412246,1.852128917476464,0.5681554287542145,0.9667192151918844,1.05765559588847,1.051803961939992,1.0907622411930344,0.8778460806257481,0.9025469861544316,1.179047652948559,1.2901570821586574,1.0406092355833587,1.2860606604035574,1.132559337964529,0.9391987293402272,0.8711239540298605,1.1108146067739375,1.1453941393351377,3.7722188270272734,2.21858692496432,0.561254013267745
20110113_george,20110113,George,even_to_odd,4,2.5133716250975384,1.698276058985958,0.6312945963076004,2.6110820320682584,1.5914482951925306,0.6376678123183741,0.9625785763255692,1.067126129146724,0.9900054293353736,1.0170590902621486,0.850331185617684,0.9475363005654364,0.8285073742765308,0.8602100610708805,0.9512104846945378,0.8426409563571698,0.7314634411106621,0.901306463726518,0.9448847515733404,1.169496776606933,1.076191903755756,2.1178698698531546,1.2422268500617222,0.5689899001676616
20110113_george,20110113,George,even_to_odd,5,2.665053831594714,1.875352650598359,0.7154372987186467,2.7755159968853893,1.957483512214548,0.7174082063526264,0.9602012146877794,0.9580426291696974,0.997252738933668,1.0133835363391528,0.8591350510502904,0.9809924668142548,0.8938998507111824,0.849381183532067,1.0719931322123974,0.9058633918467388,0.7297331464749783,1.0516171871769795,0.9622091619792856,1.1485141107361274,1.02054888566904,2.414174703342527,1.368506990471332,0.7523661596800002
20110113_george,20110113,George,odd_to_even,3,0.7502495542883996,0.9349351468165896,0.2844016579354744,0.8208091927589284,0.9523452941688296,0.3012544586243978,0.9140364909494232,0.9817186608062836,0.9440579211146698,1.3182935224782233,1.141781948156052,1.5407475018158447,2.0906206193650605,1.7945179903848492,2.349254449565753,2.7560516204683707,2.0489482470626963,3.619607924298192,0.7546752624071018,0.92288552970782,0.5467653044835581,2.067726499852208,1.915633730187155,1.0294224947467865
20110113_george,20110113,George,odd_to_even,4,1.1175101456292345,0.7973344831634435,0.3274450787371981,1.2433810650967252,0.8104461152761948,0.3436390803554048,0.8987672218913041,0.9838217102092184,0.9528749710264088,1.0880082043613089,0.9961954934850388,1.264004470822722,1.12270513685252,1.7016200644388642,1.4839119238222442,1.2215123999741275,1.695146239817718,1.8756713060184635,0.8949499654111062,1.1189717932842982,0.771994450257104,1.3650524999829996,1.351598551011516,0.6141793384843194
20110113_george,20110113,George,odd_to_even,5,1.1738604434932425,0.7634851447570757,0.3184385402910615,1.3192690178967008,0.7685245120308973,0.3313306288344807,0.8897809526101944,0.9934428021553868,0.9610899584237969,1.182328058500789,0.9292347546527112,1.220423664886436,1.1826599717629978,1.622824285918256,1.4584198163504007,1.3982920682811428,1.507984727169712,1.7798900572133591,0.84920448899691,1.1636860069824022,0.78893102467452,1.6413997474055786,1.151323937714628,0.5667855916975945
20110114_george,20110114,George,EC_to_EO,3,1.9117338948318707,0.4929416919597872,0.5534977254909303,1.9971480384075813,0.4815807151251168,0.5284888217439885,0.9572319417824352,1.023591012841365,1.047321537784685,0.9526555692560004,0.9125878519937152,0.8883575151894356,0.93453392608274,1.0889955544476562,1.0119483148951227,0.8902889493413978,0.9938041138640912,0.8989718905203677,1.0171624757667117,1.1093248346767866,1.0593557221364858,1.7019955606502088,0.4898874813647641,0.4975788966833062
20110114_george,20110114,George,EC_to_EO,4,1.746655070756711,0.5652275702214323,0.5698218364366755,1.6664006724826137,0.5140304740458983,0.5570576294972147,1.0481603251842988,1.099599340429304,1.0229136201778288,0.9597070014645002,0.954639623913838,0.94416962911363,0.7848023730391578,1.0368539745483631,0.9755677732614596,0.7531803321716343,0.9898218883164176,0.9211014626554822,1.0142897096085803,0.9925794049596204,0.9645121686013172,1.3155462463818124,0.5594746208850785,0.5248637269948543
20110114_george,20110114,George,EC_to_EO,5,1.565282166320329,0.5325006082801426,0.5689250622764956,1.52722062613092,0.4905073806312175,0.557885062855619,1.0249220967410806,1.085611816064593,1.019789021352116,0.9290268969326286,0.976414535840329,0.9373027020899696,0.7390722364723182,1.0084688429603852,0.9305307639237472,0.6866179864589358,0.9846836372085982,0.872188999403572,1.143451772350249,1.0503913956199251,1.0126876554626334,1.0747508892789486,0.5243446357770825,0.4962101808025521
20110114_george,20110114,George,EO_to_EC,3,1.0255051530063957,0.3793187765282301,0.3909479558478234,1.1868033882816167,0.3679963200125083,0.4041281423349911,0.8640901796642441,1.0307678525571586,0.9673861206224972,0.9886729165686358,1.104575627942804,1.1343991080221687,1.5666018941665696,1.2409950611008596,1.256450756683275,1.5488568638076112,1.3707728988894,1.4253166176552858,0.978597250734612,0.8083977045221769,0.780532900294789,1.588360695104032,0.5199598989047822,0.5572246181082675
20110114_george,20110114,George,EO_to_EC,4,2.639673708010201,0.4649082686441608,0.3924960102755842,2.3162034160064406,0.4538803134443966,0.3818265070140847,1.1396553902685638,1.0242970555741346,1.0279433278347692,0.7439053061615154,1.097871684951553,1.0728112195132575,1.410352311293943,1.27902888443448,1.071241832485337,1.0491685679287217,1.404209596455788,1.1492402567022113,1.3760648067705812,0.7906077060956895,0.8922571607212145,2.769462684032161,0.6528286523017761,0.451072215603705
20110114_george,20110114,George,EO_to_EC,5,1.1433893215171476,0.4748139915022723,0.4254031258610439,1.0984607110689515,0.4174772595354951,0.3924797580948203,1.0409014268744072,1.1373409704532718,1.0838855178826057,0.8811915310753484,1.062806399051527,1.041821588611996,1.1402155152151408,1.0523726873705077,1.0231319939272885,1.0047482556082967,1.1184684263244276,1.0659209992730858,1.2545729073890095,0.857277650483728,0.8962921512393637,1.1488184262755088,0.5310644578723673,0.4534461250116983
