animal,local_pair_index,pair_id,ch1,ch2,distance_px,x1,y1,x2,y2,mid_x,mid_y,algorithm,bottleneck_threshold_px
Kin2,43,BP082-102,82,102,46.19323365210286,705.8744783106011,807.7056151706126,717.1332918308435,852.5057708997413,711.5038850707224,830.105693035177,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",77.14537000208709
Kin2,44,BP083-084,83,84,31.77420505276082,732.4337307173271,732.105352377708,762.1685459118135,720.9053134454259,747.3011383145703,726.5053329115669,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",77.14537000208709
Kin2,45,BP085-086,85,86,25.667489042586734,805.471674835823,708.7719379354535,828.5666769286281,697.5718990031712,817.0191758822256,703.1719184693123,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",77.14537000208709
Kin2,46,BP089-090,89,90,44.091481824125104,819.9060511438262,747.6609620058776,862.6318050155157,736.772035266159,841.268928079671,742.2164986360183,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",77.14537000208709
Kin2,47,BP091-092,91,92,46.0350763548372,756.3947953886122,801.7944835119081,802.0074245219022,795.5722396606402,779.2011099552572,798.6833615862741,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",77.14537000208709
Kin2,48,BP093-094,93,94,44.702135708570246,845.5992409720718,790.2833323870625,890.0571200007217,785.6166494986117,867.8281804863968,787.9499909428371,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",77.14537000208709
Kin2,49,BP095-109,95,109,47.445788729634465,403.0412633686945,922.8171264190682,359.16075939236487,940.861633587745,381.1010113805297,931.8393800034066,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",77.14537000208709
Kin2,50,BP096-097,96,97,42.77464793890662,445.76701724038395,911.3059752942225,487.04933348127304,900.1059363619405,466.4081753608285,905.7059558280815,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",77.14537000208709
Kin2,51,BP098-113,98,113,61.0217094503583,535.5488378761636,898.5503753991236,533.2393376668831,959.5283651415485,534.3940877715233,929.0393702703361,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",77.14537000208709
Kin2,52,BP099-100,99,100,37.46560509980601,581.7388420617739,886.7281120817146,615.2265950963413,869.9280536832913,598.4827185790575,878.3280828825029,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",77.14537000208709
Kin2,53,BP103-104,103,104,47.37030218093649,766.2101712780544,854.3724440551216,813.554925568305,855.9280050179386,789.8825484231797,855.1502245365301,"minimum-bottleneck, minimum-total-distance perfect matching on official NeuroTycho X/Y coordinates",77.14537000208709
