animal,fold,heldout_date,training_dates,lambda,k,evaluation,candidate,Q,Cspec,Aspec,Deff,Deff_frac,Gpair,WMI,Oorg,top_share,singular_values
Chibi,LODO,20110622,20110621,0.01,5,deep_anesthesia,25;39;41;51;55,0.4816169303110248,0.6728971402372801,0.7157363310255634,4.284001179817772,0.8568002359635545,0.5848898216348105,0.2413544921804442,0.5011337371893869,0.4161898476864075,0.200444076869;0.102216686455;0.0810859087114;0.0580726257351;0.0397976325401
Chibi,LODO,20110622,20110621,0.01,5,eyes_open,25;39;41;51;55,0.1390783519162776,0.1683760486231495,0.8259984306173829,4.173987801802876,0.8347975603605752,0.5199094175885774,0.0603626629934258,0.4340191134114319,0.4185510965806475,0.0582113967052;0.0335162871037;0.0229249670013;0.014456133898;0.00996956720809
Chibi,LODO,20110622,20110621,0.01,5,eyes_closed,25;39;41;51;55,0.1592758448104323,0.1790085014032575,0.8897669304075515,4.134457987250833,0.8268915974501667,0.5828031842424382,0.0767574276740181,0.4819150560172735,0.374676914854354,0.0596769821444;0.0501202842584;0.0239445486877;0.0146522510111;0.0108817787088
George,LODO,20110112,20110113;20110114,0.003,3,heldout_awake,11;21;39,0.5428613872772333,0.5550143595458406,0.9781033192032152,2.2562377120281742,0.7520792373427247,0.1017725019727994,0.0415511456623005,0.0765409856661639,0.7013658465481758,0.380744436446;0.0925312615364;0.0695856892949
George,LODO,20110112,20110113;20110114,0.003,3,deep_anesthesia,11;21;39,0.4270481988688561,0.4728305517346388,0.9031738691634366,2.9464840638724543,0.9821613546241514,0.5984521846145406,0.2510089419197884,0.5877766083188,0.4224925530082363,0.180424683798;0.129673242441;0.11695027263
George,LODO,20110112,20110113;20110114,0.003,3,eyes_open,11;21;39,0.7223075264048918,0.7313901916616743,0.9875816419739684,1.7769821162456807,0.5923273720818936,0.0692386839406538,0.0296232529459787,0.0410119677049762,0.8250810692037306,0.59596226618;0.0842537141891;0.0420915460357
George,LODO,20110112,20110113;20110114,0.003,3,eyes_closed,11;21;39,0.2979407524937474,0.3016081417284668,0.9878405496161272,2.822469315082986,0.940823105027662,0.638788036720751,0.1790583832062849,0.6009865441621411,0.4502944272144714,0.134161060488;0.109392355972;0.0543873360336
George,LODO,20110112,20110113;20110114,0.003,3,recovery_eyes_closed,11;21;39,0.2459167451089288,0.2627714759025862,0.9358578371729136,2.864246074523296,0.9547486915077652,0.4943552691461658,0.1160690263402669,0.4719850463572709,0.4748861580119406,0.116782458276;0.0720783443203;0.057055942513
George,LODO,20110112,20110113;20110114,0.003,3,recovery_eyes_open,11;21;39,0.2155540055134618,0.2170092075974019,0.9932942841455844,2.816410189056132,0.938803396352044,0.494536864723503,0.1000758807079255,0.464272888223716,0.4970660329613815,0.10714457441;0.0627488308524;0.0456606002516
George,LODO,20110112,20110113;20110114,0.003,4,heldout_awake,8;17;21;39,0.8674351874600718,0.9269981834689742,0.9357463724621248,3.043490205403866,0.7608725513509665,0.0935556471916496,0.0617474404347965,0.0711839239720013,0.5849428754489555,0.507400032818;0.167925542377;0.118146865247;0.0739627470172
George,LODO,20110112,20110113;20110114,0.003,4,deep_anesthesia,8;17;21;39,1.1201318945205003,1.3289449527394113,0.842873056714294,2.8694950403752526,0.7173737600938132,0.2240495491012779,0.1800357386303161,0.1607272674861071,0.6271500303838188,0.702490751682;0.196640562289;0.120937138579;0.10006344197
George,LODO,20110112,20110113;20110114,0.003,4,eyes_open,8;17;21;39,0.9775926472257448,1.049348331485942,0.9316188132127808,2.4517993747248337,0.6129498436812084,0.0680202349501859,0.0407587627914054,0.0416929923798755,0.7109380603939692,0.695007820474;0.144573074325;0.0822769404326;0.0557348119944
George,LODO,20110112,20110113;20110114,0.003,4,eyes_closed,8;17;21;39,0.6641297157317164,0.7238221083134954,0.9175316809252178,3.382224713146288,0.845556178286572,0.2899923120863525,0.1628477882360111,0.2452047911402231,0.4056040436434611,0.269373698205;0.234498670283;0.116215128494;0.0440422187503
George,LODO,20110112,20110113;20110114,0.003,4,recovery_eyes_closed,8;17;21;39,0.3804801529971811,0.4050674900953221,0.9393006407590128,3.59220176379442,0.898050440948605,0.2835999259448373,0.0969033633930482,0.2546870385477529,0.446446375402698,0.169863985218;0.0942754751887;0.0633876625386;0.0529530300517
George,LODO,20110112,20110113;20110114,0.003,4,recovery_eyes_open,8;17;21;39,0.2811122081206212,0.3041824399645398,0.924156595474058,3.57774424514572,0.89443606128643,0.3454104369640816,0.0868489281891131,0.3089475507653778,0.4407641875331705,0.123904194018;0.0714331865632;0.0527738061348;0.0330010214047
George,LODO,20110112,20110113;20110114,0.003,5,heldout_awake,2;8;17;21;39,0.9237445041472792,0.9848931088334402,0.937913460722059,3.4797917169719303,0.6959583433943861,0.102090237685309,0.0656325575697476,0.0710505526962068,0.5497357289201767,0.507815358323;0.172491406614;0.122074133492;0.0936434843985;0.0277201213194
George,LODO,20110112,20110113;20110114,0.003,5,deep_anesthesia,2;8;17;21;39,1.2097907572125377,1.4507786855768343,0.8338906335196955,3.427108448014048,0.6854216896028096,0.2269680591243993,0.1882057333350577,0.1555688305709161,0.5844905204367288,0.707111229303;0.195448827252;0.124401915128;0.101337230419;0.0814915551108
George,LODO,20110112,20110113;20110114,0.003,5,eyes_open,2;8;17;21;39,1.045750200829236,1.1133803132500122,0.9392569532477536,2.8679872372624726,0.5735974474524945,0.0742449617054662,0.0445350715369333,0.0425867205204636,0.6637975403212145,0.694166411101;0.152313635535;0.109833952877;0.0602465469663;0.0291896543501
George,LODO,20110112,20110113;20110114,0.003,5,eyes_closed,2;8;17;21;39,0.7383849566543229,0.8065635266047286,0.9154703037001848,3.983501326850879,0.7967002653701758,0.335471583150465,0.197348368378481,0.2672702993201285,0.3649162151436572,0.269448643701;0.241832607593;0.139711598809;0.049133762444;0.038258344107
George,LODO,20110112,20110113;20110114,0.003,5,recovery_eyes_closed,2;8;17;21;39,0.4584915133691239,0.4896740322634235,0.9363198437332596,4.528874133561414,0.9057748267122828,0.353794253560333,0.1469272407055723,0.3204579287104121,0.3723255391494007,0.170708099911;0.100954508094;0.073911409053;0.060443830526;0.0524736657857
George,LODO,20110112,20110113;20110114,0.003,5,recovery_eyes_open,2;8;17;21;39,0.3441991283114443,0.3698151178210533,0.9307329844692716,4.408408659126749,0.8816817318253498,0.4538918630392263,0.1377444171631857,0.4001881638658595,0.380982377154768,0.131133802119;0.082102414034;0.0558518203506;0.045188927173;0.0299221646352
George,LODO,20110113,20110112;20110114,0.001,3,heldout_awake,8;17;39,0.4612932012550614,0.4942274442754964,0.9333621728175896,2.621646082724736,0.8738820275749121,0.3141088319443866,0.1266222450185234,0.2744940629387479,0.5804013350832979,0.267735189873;0.114660249805;0.0788977615767
George,LODO,20110113,20110112;20110114,0.001,3,deep_anesthesia,8;17;39,0.7335405614472256,0.9371941267024392,0.7826986325962391,2.621083065941802,0.8736943553139339,0.3352370709253957,0.2148501695007889,0.2928947365594951,0.5209745705746853,0.382155978999;0.262226087967;0.0891584944815
George,LODO,20110113,20110112;20110114,0.001,3,eyes_open,8;17;39,0.3698127368419868,0.3949308187755369,0.936398779889026,2.654663838253908,0.884887946084636,0.3006885191928192,0.0983981629133425,0.2660756461597645,0.5718067470336589,0.211461418065;0.0889659486066;0.0693853701702
George,LODO,20110113,20110112;20110114,0.001,3,eyes_closed,8;17;39,0.6187656710481684,0.6511689209070233,0.9502383347569476,2.502988281927272,0.8343294273090907,0.322840845471209,0.1666680095453824,0.2693556177139764,0.6135896490696424,0.379668210955;0.15522292771;0.083874532383
George,LODO,20110113,20110112;20110114,0.001,3,recovery_eyes_closed,8;17;39,0.3182687022453856,0.3327809078682333,0.9563911111493394,2.9369609662407865,0.9789869887469288,0.5239469433763747,0.1632518698224502,0.5129372403591946,0.4252502420777495,0.135343842676;0.100707074198;0.0822177853721
George,LODO,20110113,20110112;20110114,0.001,3,recovery_eyes_open,8;17;39,0.3359073527492807,0.3463504420702641,0.969848199821657,2.861836180854171,0.953945393618057,0.363517466934286,0.1164845453697421,0.3467758130816664,0.4642264972144943,0.155937093755;0.107735095914;0.0722351630802
George,LODO,20110113,20110112;20110114,0.001,4,heldout_awake,8;17;19;39,0.5230814136114459,0.652750567595041,0.801349611289744,3.470710344073256,0.867677586018314,0.334285663465143,0.1517209030361294,0.2900521775159658,0.477134846468672,0.249580369974;0.124444484701;0.0892063032514;0.0598502556852
George,LODO,20110113,20110112;20110114,0.001,4,deep_anesthesia,8;17;19;39,0.8448275811932897,1.0878389625875708,0.7766108865817364,3.408129760917892,0.852032440229473,0.3487475061909986,0.2510356062252206,0.2971441887238598,0.4465254351190763,0.377237003293;0.255006433426;0.14494857116;0.0676355733137
George,LODO,20110113,20110112;20110114,0.001,4,eyes_open,8;17;19;39,0.4426770546251011,0.5580676096714046,0.7932319435018877,3.5870506044460995,0.8967626511115249,0.3045904762695228,0.1209151847785743,0.2731453630027793,0.4237091581421828,0.187566322144;0.123593885933;0.0820708105191;0.0494460360285
George,LODO,20110113,20110112;20110114,0.001,4,eyes_closed,8;17;19;39,0.7723889963115085,0.9294356785954588,0.831030069212239,3.1059009698590043,0.7764752424647511,0.3263264162529113,0.1957113094074442,0.2533843831826326,0.5698207091726112,0.440123245635;0.154057814429;0.110982675396;0.0672252608513
