animal,date,state,block,session,start_s,rms_median,delta_fraction,theta_fraction,alpha_fraction,autocorr_25ms,autocorr_50ms,autocorr_100ms,pc1_variance_fraction,covariance_effective_rank,mean_abs_correlation
George,20110112,recovery_eyes_open,4,2,3987.058,99.78580054913733,0.6154247398301551,0.15716003718421787,0.07126353544527231,0.5847497948721054,0.38278919120298793,0.12850256406883542,0.171137617366505,24.54688964322536,0.06424609208704375
George,20110112,recovery_eyes_open,5,2,4084.324,101.07765215842504,0.599898711461149,0.1399852952976552,0.06598649199003788,0.5922443035996457,0.40742197608415404,0.15055811994824983,0.14573653274621823,25.717493392207963,0.06635147051472572
George,20110112,recovery_eyes_open,6,2,4181.59,95.10717541930086,0.605586562451764,0.15302406836636484,0.06862834014258172,0.6005071569983623,0.3872562925712645,0.12257676891916176,0.15985755337454802,25.15498281741182,0.06465183897401705
George,20110113,eyes_open,1,1,62.16,104.97026551504659,0.5497383973749486,0.2015882574259154,0.09028641335706353,0.5275084894971872,0.32726339466056514,0.049552035916483855,0.12372022459657388,26.751935718577627,0.06641416216592345
George,20110113,eyes_open,2,1,161.222,112.22002137900718,0.4706956170602287,0.24279807814332235,0.09295943762534102,0.5535718090130894,0.3524126612622219,0.05526437090796086,0.7587309383495027,2.8785586417804407,0.06160462083820563
George,20110113,eyes_open,3,1,260.284,107.75937402837766,0.4909485545593891,0.23785348214168064,0.09450135254109361,0.5311180298891708,0.2987106415088456,0.021511585513598337,0.12897907434995837,27.2639005436732,0.06680131549673017
George,20110113,eyes_open,4,1,359.346,96.76982014619546,0.49349575568413023,0.2192363443702039,0.09944441580990414,0.5119727201653915,0.32381985711261485,0.04862819957285142,0.13594702494305363,26.490294858230133,0.06302134154567363
George,20110113,eyes_open,5,1,458.408,100.43169418707159,0.5277019834756818,0.1946352684949549,0.09634861325727095,0.5241288727116771,0.3284504307520825,0.053732866598574625,0.13704578612426802,25.474462722376977,0.06327211826185057
George,20110113,eyes_open,6,1,557.47,100.29274689433525,0.5409625615653934,0.1901775496442111,0.09159051656762245,0.5079933675107068,0.3331097130471864,0.0606057570463801,0.1336447070770011,26.52617872869144,0.06474900391532575
George,20110113,eyes_closed,1,1,774.54,111.01599457801467,0.5997665550186536,0.19292690180155994,0.09208968013185169,0.5868546377691526,0.34473133429331126,0.0856858332630052,0.17262439700771698,22.901292576010803,0.07742436378010405
George,20110113,eyes_closed,2,1,870.846,108.17046560785079,0.5513302433378364,0.19451501722065673,0.10897191659301239,0.5682021331255745,0.3149897664771377,0.07848898947235862,0.16189663199460985,23.92779882067036,0.07578948880417277
George,20110113,eyes_closed,3,1,967.152,103.79748368243126,0.5579419035074368,0.20904164048330776,0.10423217217079439,0.5567445895119585,0.2865300888895013,0.06148022539839816,0.18114810582372926,23.578399649916758,0.07408396804186884
George,20110113,eyes_closed,4,1,1063.458,119.23584290762248,0.5778140890545339,0.19250459013973162,0.09328038120818453,0.6241717107656226,0.3797643809278082,0.14537104565155484,0.6807984206925863,4.8108824821981475,0.07169965025502653
George,20110113,eyes_closed,5,1,1159.764,99.17216049279848,0.5162708496600332,0.20785636771532118,0.11150109307361018,0.5411462154442234,0.28327492301060303,0.05770260489555228,0.19554072676680426,21.50929979234051,0.07663630333210454
George,20110113,eyes_closed,6,1,1256.07,115.00298277645689,0.5336839609460071,0.20886992908105506,0.11252323013857722,0.6051037521528835,0.33916403208650514,0.09323397967767504,0.17292203961926797,23.56481776475638,0.07886736213529869
George,20110113,deep_anesthesia,1,1,2142.75,205.2793446834024,0.9059087393568204,0.05923721204027758,0.014297071125287086,0.8974263874671401,0.7668020216890765,0.4472737816864514,0.28352056960158367,16.46739129766861,0.17025118322803512
George,20110113,deep_anesthesia,2,1,2346.74,226.17787456057903,0.9040676397290252,0.06399674413524103,0.013202080726412928,0.9004329555593625,0.76202075790136,0.45343361994152637,0.3628622164807603,9.834224103895238,0.20082054779651717
George,20110113,deep_anesthesia,3,1,2550.73,202.76125852138003,0.9028932207389833,0.06542120177704736,0.014878012237525507,0.9102342127992562,0.7746992331934294,0.4878840560726168,0.317223879157576,15.03172007731258,0.18356353626581687
George,20110113,deep_anesthesia,4,1,2754.72,200.99784166557473,0.92027073717372,0.053112887193155656,0.012650378030544977,0.9190602008924136,0.7962637275010247,0.5182074141213129,0.2971452265450909,15.545015139346543,0.15932259184100844
George,20110113,deep_anesthesia,5,1,2958.71,216.64656076478283,0.9288637939134391,0.049332125411981606,0.009917896270422753,0.9229566571647957,0.8078017159207304,0.49958502039422326,0.24918103926042795,16.03944050586276,0.131578741147691
George,20110113,deep_anesthesia,6,1,3162.7,222.7016468504319,0.9334166062481825,0.04584033648934704,0.009484834898236304,0.9216724530284914,0.8121638540242778,0.5568252659982285,0.252814709723329,16.28459184921998,0.12830015022589372
George,20110113,recovery_eyes_closed,1,2,286.46,95.17001261599702,0.7056673517464853,0.12660992129993087,0.056637467205079874,0.694246709650229,0.5532597695997585,0.32978581579786015,0.9519831950174186,1.3180347708925353,0.08074890664059645
George,20110113,recovery_eyes_closed,2,2,935.39,109.8984920436211,0.7706715306534924,0.10909849845113663,0.03710271881272869,0.7646310107357215,0.564989905485406,0.24616390342369066,0.18868234434366193,23.03874529759691,0.11828200090061461
George,20110113,recovery_eyes_closed,3,2,1584.3200000000002,107.37169772509577,0.6759367288956953,0.13801933664062252,0.046604032649186035,0.7250287435918055,0.508222236274877,0.23146317273804584,0.7554212265024189,3.4801061009640057,0.09533452283213832
George,20110113,recovery_eyes_closed,4,2,2233.25,92.48319297199309,0.6528531208843709,0.14637163225690464,0.0617003547239819,0.6550469256992526,0.45406025013377677,0.20294791162114328,0.24666388553624988,21.932901619702328,0.08616863495039885
George,20110113,recovery_eyes_closed,5,2,2882.1800000000003,100.48573380876365,0.6245425882021747,0.1410005246543105,0.07283377736575684,0.6205284160349616,0.42663028929698604,0.18120484252965036,0.18927140468462478,22.03308205492836,0.07237224967678854
George,20110113,recovery_eyes_closed,6,2,3531.11,90.5639788504837,0.6316411311815184,0.12604303928143107,0.07233730453788559,0.5967079037351877,0.4064353739952669,0.2024118387193929,0.16030611715775023,25.99393644533538,0.07278052094604359
George,20110113,recovery_eyes_open,1,2,3671.11,95.28831384968368,0.5855520161850429,0.1701433926496654,0.07844185967032377,0.5844711653990851,0.35375118400132344,0.11471600418661657,0.16604251424022629,24.846170987556828,0.06575105278260004
George,20110113,recovery_eyes_open,2,2,3768.882,92.00472702362612,0.5668082085710463,0.17988180676234972,0.08142289259088531,0.5888821152895255,0.32584709914824883,0.07856405005096519,0.12992029504255329,25.281476381551784,0.061526318604666536
George,20110113,recovery_eyes_open,3,2,3866.654,92.53573755141501,0.6140966716368964,0.15953297470359057,0.07366343820475714,0.6195368944507722,0.3892994701342435,0.11362079422192535,0.14689271716182767,25.23032189972505,0.06324450204592069
George,20110113,recovery_eyes_open,4,2,3964.426,97.96305373237132,0.5760578283880011,0.16416680592383442,0.07529424186053406,0.6059640682588501,0.4021833529711628,0.14408020960186552,0.1368623125686188,26.20184147962687,0.06336270371055434
George,20110113,recovery_eyes_open,5,2,4062.198,92.57550776945759,0.5845303282572114,0.17282304650314537,0.07478714423822942,0.5922769093252498,0.3627874946786053,0.0945171601076315,0.16938676591737292,23.994746910598028,0.0645484564241219
George,20110113,recovery_eyes_open,6,2,4159.97,91.93880998381357,0.5654231190789236,0.16898782187557004,0.0766704257737489,0.5793635602509083,0.36380292735565345,0.11551321903891718,0.16057147307477124,24.53866375474727,0.06340780887010507
George,20110114,eyes_open,1,1,56.99,111.1364641331095,0.5205746125668587,0.19694713312881856,0.09697256811771814,0.5598396420364752,0.33591844755896216,0.04604503698208331,0.13421756196121595,26.489577302886453,0.06788438067423565
George,20110114,eyes_open,2,1,151.774,105.84125104826033,0.5434233287156535,0.1896919940930727,0.10166043251176458,0.4971124211521649,0.30761530844762247,0.06192590256027559,0.13619038321131566,25.806742620027663,0.06845417695808273
